timestep,episode,reward,reward_std,episode_length,success_rate
10000,1,-108.45300370248883,6.366256208309219,393.2,0.0
20000,2,-110.95861082483444,2.436113742034113,49.4,0.0
30000,3,-135.4902329577376,14.535160924046878,1032.2,0.0
40000,4,-105.1493777386288,22.53385336744188,1313.2,0.0
50000,5,-78.36617293614879,9.96795507296255,1600.0,0.0
60000,6,-112.98238968153014,3.9513027768294884,86.6,0.0
70000,7,-115.84231160518928,4.628686975571777,1321.6,0.0
80000,8,-113.58621490308579,33.28493278842649,1075.8,0.0
90000,9,-128.0661941186529,22.869641029406086,619.0,0.0
100000,10,-146.56599027950364,8.267588260930077,462.2,0.0
110000,11,-153.300690531984,19.861290905344813,471.2,0.0
120000,12,-170.2390980324134,21.285401572012038,947.6,0.0
130000,13,-148.79794907638131,23.911683189384608,378.6,0.0
140000,14,-129.8422298984289,30.82393361664921,953.8,0.0
150000,15,-101.88820527818135,36.62799651368243,1137.8,0.0
160000,16,-137.67125332928313,14.885753669096818,269.0,0.0
170000,17,-129.01143605949633,7.853453018792921,344.8,0.0
180000,18,-147.75308097661323,36.29534403856867,465.2,0.0
190000,19,-124.84891508465758,14.318284533676552,156.4,0.0
200000,20,-139.01947577818083,18.831896113983515,1144.0,0.0
210000,21,-109.21146883974222,25.47560744979457,790.8,0.0
220000,22,-137.95716167923658,8.249262645355081,197.6,0.0
230000,23,-84.81331157207065,29.136037079762552,777.2,0.0
240000,24,-49.73675636319518,32.187643841429555,593.6,0.0
250000,25,-57.662451556464404,46.5096855850735,876.6,0.0
260000,26,-93.31281745492542,55.61449771805425,734.6,0.0
270000,27,-99.188810685287,28.80173115318481,1600.0,0.0
280000,28,-141.40959684813626,18.682070208715526,1600.0,0.0
290000,29,-170.54677860394276,1.7422421052204449,1600.0,0.0
300000,30,-107.82734366068132,4.542309694033151,114.6,0.0
310000,31,-95.65570823836005,14.55474775891126,139.0,0.0
320000,32,-80.77308144137388,21.674292357376384,634.0,0.0
330000,33,-158.2432963556061,6.950369714773587,411.4,0.0
340000,34,-97.65627764541684,15.605583451219305,563.2,0.0
350000,35,-6.696198529801544,107.42599742785562,584.0,0.0
360000,36,40.667743422576066,118.65908954626028,732.0,0.0
370000,37,13.74200978508043,106.31496928810377,815.6,0.0
380000,38,97.09967148916557,18.65580924964373,1600.0,0.0
390000,39,18.08431035374992,121.44721197117111,981.4,0.0
400000,40,-161.46521612917198,31.589265507522093,836.2,0.0
410000,41,183.5377832719058,88.61593063428256,1320.4,0.0
420000,42,-82.1628258963829,32.30882547450944,840.4,0.0
430000,43,-127.08214063268167,10.899840615340805,126.0,0.0
440000,44,38.29117256741506,121.53674793289639,629.6,0.0
450000,45,-72.55873670326807,13.382323152703945,319.8,0.0
460000,46,-57.148513992976596,59.88606788175698,315.0,0.0
470000,47,-66.18764398745608,29.747265034395483,409.4,0.0
480000,48,-176.0801465326675,46.32345442871515,1256.4,0.0
490000,49,-87.47899688740955,79.2689620342911,554.0,0.0
500000,50,129.65334841699607,131.20073170947862,860.6,0.0
